Unit,Primary_Emotion,Polarity,Mood,Personality
憾事,2,N,,
人倫悲劇,2,N,,
但實在,2,N,,
延誤治療,2,N,,
死後,2,N,,
QQ,2,N,,
失望,2,N,,
心疼,2,N,,
只剩,2,N,,
悲痛之餘,2,N,,
想休假,2,N,,
靠,2,N,,
失業,2,N,,
哭,2,N,,
油光滿面,2,N,,
死心,2,N,,
救我媽媽,2,N,,
紅疹,2,N,,
想你,2,N,,
好想抱抱,2,N,,
疾病接踵而至,2,N,,
淪為,2,N,,
自責,2,N,,
致歉,2,N,,
命喪火場,2,N,,
診斷,2,N,,
傷病,2,N,,
致死,2,N,,
打擊,2,N,,
越來越差,2,N,,
出此下策,2,N,,
流露,2,N,,
賠償,2,N,,
倒下,2,N,,
哭求,2,N,,
坐冷板凳,2,N,,
罹難,2,N,,
哭著,2,N,,
無法保持冷靜,2,N,,
怪病纏身,2,N,,
落後,2,N,,
英靈,2,N,,
死,2,N,,
健康亮紅燈,2,N,,
每況愈下,2,N,,
想念,2,N,,
不符資格,2,N,,
最後一餐,2,N,,
父母臥病,2,N,,
照顧生病,2,N,,
槍殺䅁,2,N,,
照護,1,P,,
變苗條,1,P,,
好戲,1,P,,
不差,1,P,,
專程,1,P,,
平安,1,P,,
全壘打王,1,P,,
貢獻,1,P,,
開心,1,P,,
快樂氣氛,1,P,,
沒輒,1,P,,
最好的,1,P,,
希望,1,P,,
資助,1,P,,
通融,1,P,,
送了,1,P,,
祈福,1,P,,
平反,1,P,,
逮捕歸案,1,P,,
出國,1,P,,
全部的希望,1,P,,
冠軍寶座,1,P,,
非常孝順,1,P,,
禁得起考驗,1,P,,
幸福的味道,1,P,,
很幸福,1,P,,
杜絕暴力,1,P,,
孝子,1,P,,
傑出,1,P,,
慾火,1,P,,
享受,1,P,,
太幸福,1,P,,
表示滿意,1,P,,
更好的,1,P,,
經濟優渥,1,P,,
義舉,1,P,,
所幸,1,P,,
永遠留存,1,P,,
不錯,1,P,,
好交情,1,P,,
抓到,1,P,,
保障,1,P,,
很高興,1,P,,
做義工,1,P,,
處事圓融,1,P,,
媽媽煮的菜,1,P,,
很幸運,1,P,,
滿心期待,1,P,,
大力稱讚,1,P,,
好天氣,1,P,,
驚艷,1,P,,
滿心,1,P,,
灑花,1,P,,
送,1,P,,
保佑,1,P,,
相信,1,P,,
恢復,1,P,,
指教,1,P,,
串門子,1,P,,
上教會,1,P,,
懷有身孕,1,P,,
拆禮物,1,P,,
撒花,1,P,,
受歡迎,1,P,,
祝壽,1,P,,
告慰,1,P,,
安置,1,P,,
MVP,1,P,,
握手言和,1,P,,
仁慈,1,P,,
負責,1,P,,
生日快樂,1,P,,
名人堂,1,P,,
跑百米,1,P,,
沒人傷亡,1,P,,
討人喜歡,1,P,,
盜壘王,1,P,,
進步,1,P,,
自由勳章,1,P,,
姊弟戀,1,P,,
自然醒,1,P,,
雋刻,1,P,,
沾沾喜氣,1,P,,
團聚過年,1,P,,
深懷感激,1,P,,
笑著,1,P,,
結婚,1,P,,
搶購熱潮,1,P,,
清白,1,P,,
為民除害,1,P,,
世界超酷,1,P,,
正義,1,P,,
魔鬼身材,1,P,,
美滿,1,P,,
病癒後,1,P,,
知足,1,P,,
奉獻,1,P,,
歡笑,1,P,,
良好,1,P,,
好開心,1,P,,
破涕為笑,1,P,,
一覽無遺,1,P,,
改變的力量,1,P,,
願意,1,P,,
不同種族,1,P,,
復育,1,P,,
逃過一劫,1,P,,
生下,1,P,,
相當感謝,1,P,,
多運動,1,P,,
極其驚人,1,P,,
值得,1,P,,
感人,1,P,,
成功的秘訣,1,P,,
正面幫助,1,P,,
草花綻放,1,P,,
賣力演出,1,P,,
不藥而癒,1,P,,
魄力,1,P,,
英勇,1,P,,
百分之百支持,1,P,,
幫忙,1,P,,
衷心感謝,1,P,,
心頭肉,1,P,,
蓬勃發展,1,P,,
工作認真,1,P,,
狂推,1,P,,
加油打氣,1,P,,
打從心底,1,P,,
靠著,1,P,,
認同,1,P,,
大幅領先,1,P,,
長大,1,P,,
很感動,1,P,,
有驚無險,1,P,,
有機會,1,P,,
幫忙照料,1,P,,
解決,1,P,,
打破沉默,1,P,,
穿得美美的,1,P,,
脫穎而出,1,P,,
責任感,1,P,,
獲,1,P,,
順利,1,P,,
太爽,1,P,,
好想,1,P,,
稱讚,1,P,,
絡繹不絕,1,P,,
祝,1,P,,
鬆了一口氣,1,P,,
熱吻,1,P,,
溫馨,1,P,,
盼望,1,P,,
全壘打,1,P,,
新人王,1,P,,
照顧,1,P,,
可愛,1,P,,
打氣,1,P,,
非常照顧,1,P,,
邪不勝正,1,P,,
和樂融融,1,P,,
公平,1,P,,
甜蜜,1,P,,
雄才大略,1,P,,
選進,1,P,,
大愛的精神,1,P,,
感念,1,P,,
好奇,1,P,,
奪下冠軍,1,P,,
打屁,1,P,,
壯年,1,P,,
好好照顧,1,P,,
栽培,1,P,,
外型姣好,1,P,,
爆紅,1,P,,
親自,1,P,,
十分滿意,1,P,,
表現優異,1,P,,
想去,1,P,,
狂撈奶粉錢,1,P,,
送給,1,P,,
沉浸,1,P,,
不費一槍一彈,1,P,,
獎金,1,P,,
孝順,1,P,,
增購,1,P,,
紛紛表示,1,P,,
嘗試,1,P,,
畢業旅行,1,P,,
宛如至寶,1,P,,
避免,1,P,,
新年快樂,1,P,,
幸好,1,P,,
最愛,1,P,,
同意,1,P,,
調降,1,P,,
快意十足,1,P,,
風範,1,P,,
很棒,1,P,,
笑翻眾人,1,P,,
卿卿我我,1,P,,
喜獲麟兒,1,P,,
熱情歡迎,1,P,,
狂喜,1,P,,
健康,1,P,,
如願,1,P,,
期盼,1,P,,
很想,1,P,,
人氣王,1,P,,
年輕生命,1,P,,
開心不已,1,P,,
經典,1,P,,
動容,1,P,,
找到出路,1,P,,
無生命危險,1,P,,
最熱情,1,P,,
災情幸未擴大,1,P,,
好險,1,P,,
平靜,1,P,,
想買,1,P,,
還活著,1,P,,
維護,1,P,,
相擁而眠,1,P,,
超越,1,P,,
保暖衣物,1,P,,
喜愛,1,P,,
會心一笑,1,P,,
補足,1,P,,
幸福,1,P,,
頻頻致謝,1,P,,
樂於助人,1,P,,
破獲,1,P,,
緝捕到案,1,P,,
感恩,1,P,,
盼,1,P,,
最高分紀錄,1,P,,
改革,1,P,,
擁有,1,P,,
實力堅強,1,P,,
良善,1,P,,
很舒服,1,P,,
尋獲,1,P,,
奇蹟男孩,1,P,,
全力支持,1,P,,
期待,1,P,,
贏得肯定,1,P,,
幸運,1,P,,
保護,1,P,,
睡飽飽,1,P,,
和平相處,1,P,,
回到,1,P,,
答應,1,P,,
無礙,1,P,,
智取,1,P,,
補助,1,P,,
開心不得了,1,P,,
幫忙祈福,1,P,,
賺錢,1,P,,
釋懷,1,P,,
真心,1,P,,
善盡,1,P,,
新衣,1,P,,
懷孕,1,P,,
興奮,1,P,,
生日,1,P,,
大漲,1,P,,
陪伴,1,P,,
滿是風光,1,P,,
最開心,1,P,,
最受歡迎,1,P,,
緊緊抱住,1,P,,
重視,1,P,,
激勵,1,P,,
賺取,1,P,,
予以尊重,1,P,,
家境富裕,1,P,,
努力,1,P,,
勇敢,1,P,,
成就,1,P,,
我愛妳,1,P,,
美夢,1,P,,
生回來,1,P,,
自由,1,P,,
撲滅火勢,1,P,,
熱情,1,P,,
領獎,1,P,,
傳奇,1,P,,
度過難關,1,P,,
無可厚非,1,P,,
志工,1,P,,
化解,1,P,,
誠懇,1,P,,
漂亮,1,P,,
行情看俏,1,P,,
終於來了,1,P,,
成名,1,P,,
協調,1,P,,
獲得,1,P,,
樂觀,1,P,,
感動,1,P,,
尊重,1,P,,
潔身自愛,1,P,,
英雄,1,P,,
協助,1,P,,
最喜歡吃,1,P,,
結婚多年,1,P,,
大義滅親,1,P,,
打擊王,1,P,,
陶醉,1,P,,
確保,1,P,,
新歡,1,P,,
連勝,1,P,,
發威,1,P,,
有趣,1,P,,
一切的付出,1,P,,
允諾,1,P,,
第一名,1,P,,
應道歉,1,P,,
多麼重要,1,P,,
一生致力於,1,P,,
熱烈歡迎,1,P,,
笑開懷,1,P,,
心靈富足,1,P,,
更好,1,P,,
很爽,1,P,,
早日康復,1,P,,
竭盡所能,1,P,,
抱抱他,1,P,,
大玩,1,P,,
喜歡,1,P,,
史上最偉大,1,P,,
智勇雙全,1,P,,
迫不及待,1,P,,
懂得尊重,1,P,,
改寫隊史紀錄,1,P,,
摟摟抱抱,1,P,,
下課,1,P,,
寶貴,1,P,,
大少爺,1,P,,
開春好兆頭,1,P,,
心繫,1,P,,
超級期待,1,P,,
幫,1,P,,
掌聲,1,P,,
打點王,1,P,,
邂逅,1,P,,
雙冠王,1,P,,
散步,1,P,,
驚喜,1,P,,
夠過日子,1,P,,
特地,1,P,,
唱歌,1,P,,
連莊,1,P,,
最誠懇,1,P,,
助,1,P,,
幫助,1,P,,
名氣遠播,1,P,,
謝謝妳,1,P,,
安全,1,P,,
和解,1,P,,
好還要更好,1,P,,
好好看,1,P,,
是你吧,1,P,,
幽默感,1,P,,
紅遍全台,1,P,,
付出,1,P,,
睡醒,1,P,,
現省,1,P,,
要過年了,1,P,,
歡喜,1,P,,
感謝,1,P,,
愛上,1,P,,
慰勉,1,P,,
兌獎,1,P,,
解套,1,P,,
已獲改善,1,P,,
頒發,1,P,,
支持,1,P,,
逮補,1,P,,
肯定,1,P,,
復元迅速,1,P,,
樂在其中,1,P,,
禮物,1,P,,
情人節快樂,1,P,,
好重要,1,P,,
改善,1,P,,
又驚又喜,1,P,,
經濟好轉,1,P,,
高度期待,1,P,,
慶生,1,P,,
不知,5,0,,
更離譜的是,5,N,,
老虎鉗,5,N,,
不斷傳開,5,N,,
驚見,5,0,,
一片茫然,5,N,,
爆料,5,N,,
驚爆,5,N,,
震驚,5,N,,
轟動一時,5,0,,
百思不解,5,N,,
一頭霧水,5,N,,
目瞪口呆地,5,0,,
嚇了一大跳,5,0,,
瞬間,5,0,,
無奇不有,5,0,,
不可思議,5,0,,
誇獎,5,P,,
完全不知情,5,0,,
男扮女裝,5,0,,
曝光,5,N,,
暴斃,5,N,,
驚醒,5,0,,
殊不知,5,0,,
傳出,5,0,,
自已施打,5,0,,
而且連撞兩次,5,0,,
原因不明,5,N,,
倒抽一口氣,5,N,,
是裝有追蹤器,5,N,,
消失,5,N,,
一臉尷尬,5,N,,
不知哪兒來,5,N,,
一百廿萬元,5,0,,
謎團,5,N,,
赫見,5,N,,
發生什麼事,5,N,,
大膽,5,N,,
毫髮無傷,5,P,,
罕見,5,N,,
譁然,5,N,,
驚人,5,P,,
沒想到,5,0,,
我不知道,5,0,,
很突然,5,0,,
不知情,5,0,,
無法置信,5,N,,
毫不知情,5,0,,
孰料,5,0,,
被爆,5,N,,
不知何處來,5,0,,
不翼而飛,5,N,,
瞬息萬變,5,0,,
驚覺,5,N,,
以為開玩笑,5,N,,
移民潮,5,0,,
疑似,5,N,,
傻眼,5,N,,
原以為,5,N,,
離奇,5,N,,
好巧不巧,5,0,,
太突然,5,N,,
引發喧然大波,5,N,,
竟,5,N,,
未料,5,0,,
居然,5,N,,
訝異,5,0,,
本來還好好的,5,N,,
驚訝,5,0,,
發生,5,0,,
嚇傻,5,N,,
吞雲吐霧,5,N,,
奇怪,5,N,,
驚呼,5,0,,
發現,5,0,,
外傳,5,N,,
爆發,5,N,,
神奇,5,0,,
突然,5,N,,
竟然,5,N,,
意外,5,N,,
粉筆手寫,5,0,,
不料,5,0,,
嚴格自我要求,,P,,
下次一定會,,P,,
創新,,P,,
美,,P,,
祝福,,P,,
安靜,,P,,
值得,,P,,
完善,,P,,
更好吃,,P,,
奪得,,P,,
最好的,,P,,
便捷,,P,,
不費,,P,,
曬恩愛,,P,,
黑吃黑,,P,,
清澈,,P,,
提升自我免疫,,P,,
躋身,,P,,
不費一槍一彈,,P,,
首位登上,,P,,
尊重,,P,,
潔身自愛,,P,,
任務已經完成,,P,,
必吃「景點」,,P,,
最佳,,P,,
劃下圓滿句點,,P,,
更快速,,P,,
最有效率,,P,,
情緒已抒發,,P,,
請民眾安心,,P,,
虛心,,P,,
慰勉,,P,,
生命教育,,P,,
更好,,P,,
關鍵角色,,P,,
擠下,,P,,
朝夕相處,,P,,
健康與成功,,P,,
小天使,,P,,
用心,,P,,
所幸,,P,,
輕柔嗓音,,P,,
寶座,,P,,
生態復育,,P,,
並無矛盾,,P,,
放下心中大石,,P,,
罩,,P,,
靈機一動,,P,,
寵物,,P,,
持之以恆,,P,,
做更好的,,P,,
最多勝分,,P,,
非常豐盛,,P,,
場面盛大,,P,,
當紅,,P,,
安全降落,,P,,
更好的人,,P,,
自嘲,,P,,
最有效,,P,,
可望,,P,,
創下,,P,,
挺進,,P,,
可以一直下去,,P,,
修復感情,,P,,
全國新高,,P,,
安心食用,,P,,
傲人,,P,,
偶像,,P,,
多休息,,P,,
變得更好,,P,,
成功運用,,P,,
完全恢復,,P,,
天使,,P,,
美景,,P,,
奇蹟,,P,,
聞風而來,,P,,
邁向,,P,,
撲滅,,P,,
各有特色,,P,,
關心,,P,,
譽為,,P,,
節節攀高,,P,,
苦苦等待,,P,,
合理時間,,P,,
擴大舉行,,P,,
慈悲,,P,,
可靠,,P,,
進步,,P,,
不成問題,,P,,
鼎力相挺,,P,,
控制火勢,,P,,
締造,,P,,
澄清,,P,,
給予祝福,,P,,
振作,,P,,
天然環保,,P,,
拜個,,P,,
不費一兵一卒,,P,,
仍然有效,,P,,
護眼,,P,,
最稱職,,P,,
殊榮,,P,,
激勵,,P,,
登上,,P,,
躍龍門,,P,,
向前行,,P,,
填補,,P,,
超級小子,,P,,
應有盡有,,P,,
益,,P,,
直呼,,P,,
來者不拒,,P,,
增值空間,,P,,
掌聲,,P,,
溫度,,P,,
抗氧化,,P,,
田園城市,,P,,
勇敢,,P,,
美食,,P,,
頻頻道謝,,P,,
不良影響,,N,,
癱瘓,,N,,
滅國,,N,,
掉以輕心,,N,,
以免觸法,,N,,
技術不純熟,,N,,
解剖調查死因,,N,,
不舒服,,N,,
激進份子,,N,,
卻被,,N,,
飽受批評,,N,,
冷嘲熱諷,,N,,
滋事,,N,,
無可厚非,,N,,
不適合,,N,,
最遜地,,N,,
牛頭不對馬嘴,,N,,
混濁,,N,,
被,,N,,
撲殺,,N,,
失衡,,N,,
改善空間,,N,,
感到不適,,N,,
罕見,,N,,
重感冒,,N,,
遭判刑,,N,,
挨罰,,N,,
肆虐,,N,,
黑吃黑,,N,,
過勞,,N,,
被嚇到,,N,,
毒油,,N,,
重創,,N,,
入侵,,N,,
空氣品質很糟,,N,,
滲透,,N,,
隔離,,N,,
停職,,N,,
黑道,,N,,
情緒不穩,,N,,
深淵,,N,,
引誘,,N,,
涉案,,N,,
少子化,,N,,
異常,,N,,
過動,,N,,
披露,,N,,
伊斯蘭國,,N,,
盲區,,N,,
撕裂,,N,,
流氓城,,N,,
引發,,N,,
擱淺,,N,,
偷渡,,N,,
幕後操縱,,N,,
3P,,N,,
杯水車薪,,N,,
檢舉,,N,,
明目張膽,,N,,
被控,,N,,
空氣品質糟糕,,N,,
感嘆,,N,,
打鴨子上架,,N,,
咬定,,N,,
玉石俱焚,,N,,
引人注目,,N,,
脆弱,,N,,
過量,,N,,
戲碼,,N,,
查明死因,,N,,
移送法辦,,N,,
過於頻繁,,N,,
一場誤會,,N,,
面板故障,,N,,
竄出,,N,,
低點,,N,,
抹煞,,N,,
興趣缺缺,,N,,
根本是,,N,,
沒有能力,,N,,
牽涉,,N,,
受損,,N,,
太瞥扭,,N,,
夜店,,N,,
放任,,N,,
限水,,N,,
無言,,N,,
逼使,,N,,
背地指使,,N,,
官威,,N,,
人口老化,,N,,
指使,,N,,
截聽,,N,,
損失,,N,,
重男輕女,,N,,
已經造成,,N,,
障礙,,N,,
傷人,,N,,
裝作若無其事,,N,,
煽動,,N,,
身心障礙人士,,N,,
凌亂,,N,,
肇事,,N,,
老花眼,,N,,
歧視,,N,,
轟趴,,N,,
不實謠言,,N,,
高齡化,,N,,
追查,,N,,
下手,,N,,
有問題,,N,,
親子疏離,,N,,
說來說去,,N,,
警告,,N,,
傷勢嚴重,,N,,
狠角色,,N,,
輕忽,,N,,
表現不穩定,,N,,
好勝心強,,N,,
較為不便,,N,,
不是很好,,N,,
老化,,N,,
強迫,,N,,
誤解,,N,,
重挫,,N,,
異想天開,,N,,
曲線救國,,N,,
不睦,,N,,
直擊,,N,,
品質不佳,,N,,
一票難求,,N,,
熬夜,,N,,
成效不彰,,N,,
關閉,,N,,
實在太多了,,N,,
生活不便,,N,,
不停擴散,,N,,
一時好奇,,N,,
不法,,N,,
僵硬,,N,,
遭到,,N,,
許多衝突,,N,,
耗費,,N,,
出門請戴口罩,,N,,
流下兩行眼淚,,N,,
人力不足,,N,,
遭遇,,N,,
澄清,,N,,
議論紛紛,,N,,
不注意,,N,,
貿然,,N,,
淪陷,,N,,
天兵,,N,,
不專心,,N,,
偷拍屍體,,N,,
極端思想,,N,,
傷腦筋,,N,,
心生疑慮,,N,,
紛爭不斷,,N,,
收賄,,N,,
不實言論,,N,,
導致,,N,,
時有所聞,,N,,
咬牙,,N,,
耗盡家產,,N,,
謠言,,N,,
好好想一想,,N,,
調閱監視器,,N,,
加劇,,N,,
遇上這種事,,N,,
顛簸,,N,,
照本宣科,,N,,
惡意,,N,,
傷害很大,,N,,
伺機,,N,,
變了調,,N,,
決策錯誤,,N,,
太扯了,,N,,
末日鐘,,N,,
凶猛,,N,,
為時已晚,,N,,
逾期未繳金,,N,,
吃緊,,N,,
連累,,N,,
揶揄地,,N,,
不打算,,N,,
引起,,N,,
不該,,N,,
停供,,N,,
遭殃,,N,,
百發百不中,,N,,
藥品短少,,N,,
有樣學樣,,N,,
顯顯威風,,N,,
狗大便,,N,,
死在,,N,,
潛藏,,N,,
不幸,,N,,
備受爭議,,N,,
竊聽,,N,,
用眼過度,,N,,
彈性疲乏,,N,,
晾在一旁,,N,,
業務侵占,,N,,
騙過,,N,,
洋洋得意,,N,,
辭職,,N,,
流失,,N,,
懷疑,,N,,
有點豬,,N,,
案情未明朗,,N,,
衍生,,N,,
賠償,,N,,
崩跌,,N,,
本來就不好,,N,,
陷入,,N,,
威脅,,N,,
拒絕,,N,,
傻傻,,N,,
一度誤以為,,N,,
尷尬,,N,,
勞力缺口,,N,,
隨便,,N,,
深夜外出,,N,,
最嚴重,,N,,
討好,,N,,
勸,,N,,
價值觀歧異大,,N,,
誇大,,N,,
一翻兩瞪眼,,N,,
逼著,,N,,
防腐劑,,N,,
報銷,,N,,
假掰,,N,,
遭,,N,,
誤會,,N,,
波及,,N,,
打擊士氣,,N,,
否定同性戀,,N,,
釘子戶,,N,,
扭曲,,N,,
非法勞工,,N,,
要徹底做好,,N,,
天氣冷,,N,,
嚴竣,,N,,
一巴掌,4,N,,
一文不值,2,N,,
一敗塗地,2,N,,
一意孤行,2,N,,
一盤散沙,4,N,,
二等,2,N,,
下垂,2,N,,
下跌,2,N,,
下獄,2,N,,
口水戰,4,N,,
口齒不清,2,N,,
士氣低落,2,N,,
大屠殺,2,N,,
大罵,4,N,,
小人,4,N,,
小子,4,N,,
小氣,4,N,,
小題大作,5,N,,
干擾,4,N,,
不人道,2,N,,
不公,4,N,,
不公平,4,N,,
不公正,4,N,,
不切實際,4,N,,
不友善,4,N,,
不文雅,4,N,,
不可原諒,4,N,,
不可挽回,2,N,,
不可救藥,4,N,,
不可靠,4,N,,
不平,4,N,,
不平等,4,N,,
不正派,4,N,,
不光彩,4,N,,
不合時宜,2,N,,
不合格,2,N,,
不合理,4,N,,
不名譽,4,N,,
不安,3,N,,
不安全,3,N,,
不成功,2,N,,
不老實,4,N,,
不利,2,N,,
不完善,2,N,,
不快樂,2,N,,
不足,2,N,,
不受支持,2,N,,
不受歡迎,2,N,,
不和,4,N,,
不和諧,4,N,,
不幸,2,N,,
不忠,4,N,,
不明智,2,N,,
不法,4,N,,
不法分子,4,N,,
不知所措,3,N,,
不知感恩,4,N,,
不知禮,4,N,,
不近人情,2,N,,
不耐煩,4,N,,
不要臉,4,N,,
不負責任,4,N,,
不值,2,N,,
不屑,4,N,,
不屑一顧,4,N,,
不恭,4,N,,
不悔改,4,N,,
不得人心,2,N,,
不情願,2,N,,
不祥,2,N,,
不被看好,2,N,,
不尊重,4,N,,
不尊敬,4,N,,
不順從,4,N,,
不慎,2,N,,
不敬,4,N,,
不當,4,N,,
不當行為,4,N,,
不當使用,4,N,,
不誠實,4,N,,
不道德,4,N,,
不像話,4,N,,
不實,4,N,,
不滿,4,N,,
不擇手段,4,N,,
中傷,4,N,,
仇,4,N,,
內心怒火,4,N,,
內疚,2,N,,
分歧,4,N,,
分裂,4,N,,
勾引,1,N,,
厄運,2,N,,
反派,4,N,,
反感,4,N,,
幻滅,2,N,,
弔詭,3,N,,
心不在焉,2,N,,
心煩,4,N,,
心碎,2,N,,
手足無措,3,N,,
支離破碎,2,N,,
歹徒,3,N,,
水性楊花,4,N,,
乏味,2,N,,
乏善可陳,4,N,,
代罪羔羊,2,N,,
令人不安,3,N,,
令人不快,2,N,,
令人反感,4,N,,
令人心碎,2,N,,
令人失望,2,N,,
令人作嘔,4,N,,
令人困惑,5,N,,
令人沮喪,2,N,,
令人討厭,4,N,,
令人側目,4,N,,
令人窒息,3,N,,
令人痛心,2,N,,
令人煩惱,2,N,,
令人震驚,5,N,,
令人髮指,4,N,,
令人擔憂,2,N,,
令人難受,2,N,,
令人驚愕,5,N,,
出糗,2,N,,
可有可無,2,N,,
可怕,3,N,,
可恨,4,N,,
可恥,4,N,,
可笑,4,N,,
可惜,2,N,,
可悲,2,N,,
可惡,4,N,,
可疑,4,N,,
可鄙,4,N,,
可憐,2,N,,
囚犯,4,N,,
四分五裂,2,N,,
四面楚歌,3,N,,
失事,2,N,,
失明,2,N,,
失敗,2,N,,
失望,2,N,,
失策,2,N,,
失業,2,N,,
失算,2,N,,
失誤,2,N,,
失調,2,N,,
失禮,4,N,,
失戀,2,N,,
平庸,2,N,,
幼稚,4,N,,
打擊,2,N,,
打擾,4,N,,
打斷,4,N,,
斥責,4,N,,
末日,3,N,,
氾濫,4,N,,
犯規,4,N,,
犯罪,4,N,,
瓦解,2,N,,
生氣,4,N,,
生病,2,N,,
生厭,4,N,,
白痴,4,N,,
目中無人,4,N,,
目瞪口呆,5,N,,
矛盾,5,N,,
丟人,2,N,,
任性,4,N,,
兇手,4,N,,
全身乏力,2,N,,
劣等,2,N,,
劣勢,2,N,,
危言聳聽,4,N,,
危急,3,N,,
危害,3,N,,
危機,3,N,,
危險,3,N,,
吃驚,5,N,,
多事,4,N,,
多管閒事,4,N,,
多嘴,4,N,,
奸詐,4,N,,
一枝獨秀,1,P,,
一流,1,P,,
一塵不染,1,P,,
了不起,1,P,,
入木三分,1,P,,
久負盛名,1,P,,
大方,1,P,,
大度,1,P,,
大笑,1,P,,
大喜,1,P,,
不平凡,1,P,,
不亦樂乎,1,P,,
不錯,1,P,,
仁,1,P,,
仁慈,1,P,,
公平,1,P,,
公正,1,P,,
升值,1,P,,
升級,1,P,,
友好,1,P,,
友好往來,1,P,,
友善,1,P,,
天才,1,P,,
引人入勝,1,P,,
引人注目,1,P,,
支柱,1,P,,
令人印象深刻,1,P,,
令人欣喜,1,P,,
令人信服,1,P,,
令人振奮,1,P,,
令人高興,1,P,,
令人愉快,1,P,,
令人欽佩,1,P,,
令人羨慕,1,P,,
令人興奮,1,P,,
充滿希望,1,P,,
充滿活力,1,P,,
出色,1,P,,
包治百病,1,P,,
可取,1,P,,
可貴,1,P,,
可愛,1,P,,
可敬,1,P,,
可靠,1,P,,
平和,1,P,,
正當,1,P,,
正義,1,P,,
正確,1,P,,
生動,1,P,,
用心,1,P,,
用心良苦,1,P,,
先見之明,1,P,,
先發制人,1,P,,
先進,1,P,,
光明,1,P,,
光彩,1,P,,
光榮,1,P,,
全神貫注,1,P,,
吉利,1,P,,
吉祥,1,P,,
同情,1,P,,
名正言順,1,P,,
名勝,1,P,,
多才多藝,1,P,,
多元,1,P,,
好,1,P,,
好心人,1,P,,
劣退,4,N,,
劣文,4,N,,
人肉,4,0,,
人肉搜索,4,0,,
高調,4,0,,
ㄏㄏ,1,C,,
頗ㄏ,1,C,,
根本ㄏㄏ,1,C,,
頗呵,1,C,,
根本呵呵,1,C,,
頗喝,1,C,,
科科,1,C,,
懶人包,,P,,
富奸,4,N,,
富奸化,4,N,,
腿,2,N,,
lag,2,N,,
累格,2,N,,
GG,2,N,,
神、神人,1,P,,
中肯,1,P,,
台肯,1,P,,
華肯,1,P,,
打臉,2,N,,
病毒,2,N,,
慢性自殺,2,N,,
發燒度,1,P,,
發燒客,1,P,,
泡麵,1,0,,
芳香療法,1,0,,
新好男人,1,P,,
新好女人,1,P,,
性侵犯,4,N,,
吃到飽,1,P,,
出頭天,1,P,,
